genome,fitness,behavior_descriptor
"[-0.40820122  0.25798296  0.98710417  0.72257029  0.50971931 -0.80203564
  0.7179627 ]",0,[-0.408  0.258  0.987]
"[ 0.80204243  0.56741792 -0.26753401  0.81582068  0.28105766  0.60892517
 -0.96961807]",0,[ 0.802  0.567 -0.268]
"[ 0.70415429  0.08706695 -0.86402945  0.827661   -0.33182884 -0.17485835
 -0.28366639]",0,[ 0.704  0.087 -0.864]
"[ 0.88563673 -0.13984359 -0.27984843  0.43365275  0.23289087  0.64309737
  0.8276884 ]",0,[ 0.886 -0.14  -0.28 ]
"[-0.6437537  -0.26270699 -0.54511193 -0.23320317  0.40912602 -0.52017939
 -0.59710576]",0,[-0.644 -0.263 -0.545]
"[-0.88485137  0.4500028   0.70250009 -0.48284252  0.8529593  -0.25016265
 -0.7165615 ]",0,[-0.885  0.45   0.703]
"[-0.43564037 -0.36466311 -0.94381027 -0.86546687 -0.42634594 -0.34367964
 -0.34336075]",0,[-0.436 -0.365 -0.944]
"[-0.27447011 -0.49252202  0.66736915 -0.91809794  0.28633393  0.92178172
 -0.64442867]",0,[-0.274 -0.493  0.667]
"[-0.73519223 -0.02892743 -0.580975    0.86849964  0.71236284 -0.78504996
  0.77711953]",0,[-0.735 -0.029 -0.581]
"[ 0.09869957  0.94742419  0.49252132  0.07867667 -0.118223    0.87656542
 -0.22188292]",0,[0.099 0.947 0.493]
"[-0.26376332  0.36353848  0.90194141 -0.64625471  0.32683197  0.37587072
 -0.64394384]",0,[-0.264  0.364  0.902]
"[-0.47256401 -0.85761588  0.01574169 -0.61762748  0.19868929 -0.18317456
 -0.20203314]",0,[-0.473 -0.858  0.016]
"[ 0.3474836  -0.68083648 -0.77539288 -0.40778336 -0.5583007  -0.37311742
  0.07343172]",0,[ 0.347 -0.681 -0.775]
"[ 0.15010148 -0.25764915 -0.37341389  0.28226632  0.51229278 -0.34187648
  0.74127942]",0,[ 0.15  -0.258 -0.373]
"[ 0.20897359 -0.32600396  0.74636012 -0.28597825  0.61829554 -0.77354958
 -0.18709219]",0,[ 0.209 -0.326  0.746]
"[ 0.46431865  0.15386441  0.66552681 -0.02785163  0.55147105 -0.94621796
 -0.40652295]",0,[0.464 0.154 0.666]
"[ 0.68726865 -0.01845803 -0.57164846 -0.50443983 -0.36247261  0.95578717
  0.05856688]",0,[ 0.687 -0.018 -0.572]
"[-0.82853535  0.47088324 -0.29909138  0.65952276 -0.95744158 -0.47458319
  0.77993829]",0,[-0.829  0.471 -0.299]
"[ 0.46619653 -0.54075298 -0.21401462  0.22424023  0.0268224  -0.40255142
 -0.68875709]",0,[ 0.466 -0.541 -0.214]
"[ 0.74096691 -0.82303889  0.30104675  0.48965817 -0.59202029  0.99803855
 -0.06405033]",0,[ 0.741 -0.823  0.301]
"[-0.38225294 -0.02084732  0.53647898 -0.71887761  0.78380082 -0.50310157
  0.72349813]",0,[-0.382 -0.021  0.536]
"[ 0.26723491 -0.051049   -0.97742353 -0.08151423  0.34798756 -0.79586
  0.62922266]",0,[ 0.267 -0.051 -0.977]
"[-0.94262832 -0.48397228  0.55854436 -0.48912422  0.4414195   0.29959106
  0.46806998]",0,[-0.943 -0.484  0.559]
"[-0.28337269 -0.02521621 -0.62291944  0.36933215 -0.28982793  0.55587199
  0.26625263]",0,[-0.283 -0.025 -0.623]
"[-0.88546726 -0.71725194  0.77284676 -0.43455338  0.53667133 -0.91046215
 -0.89272922]",0,[-0.885 -0.717  0.773]
"[ 0.39026155 -0.20702256  0.05997263  0.75473943 -0.14699725 -0.00543091
  0.95122758]",0,[ 0.39  -0.207  0.06 ]
"[ 0.57329164 -0.84643692 -0.03334303  0.01607979  0.99321332  0.66391128
 -0.2580811 ]",0,[ 0.573 -0.846 -0.033]
"[-0.09674387 -0.33811929 -0.17312501 -0.92339845 -0.63490842 -0.62521079
 -0.58174519]",0,[-0.097 -0.338 -0.173]
"[-0.05622881  0.02248533 -0.838867    0.95553668  0.29309838  0.46159864
  0.48455595]",0,[-0.056  0.022 -0.839]
"[ 0.33118711  0.14794613  0.90788628 -0.7138646   0.96281257 -0.73969597
 -0.35328454]",0,[0.331 0.148 0.908]
"[-0.75774649  0.10300178 -0.0091637   0.76153745  0.19327743 -0.45510326
 -0.29483859]",0,[-0.758  0.103 -0.009]
"[-0.90316939  0.58626694 -0.06198657  0.7966879  -0.94833675  0.06229699
 -0.67082887]",0,[-0.903  0.586 -0.062]
"[ 0.17298638  0.72881939  0.83813322  0.92498612 -0.12636346  0.67882383
 -0.92380804]",0,[0.173 0.729 0.838]
"[ 0.80265706 -0.56876533  0.02793486  0.52272824 -0.9226565  -0.86078331
 -0.00388472]",0,[ 0.803 -0.569  0.028]
"[-0.60375443 -0.23014012  0.13351393  0.08762409  0.97386042  0.76717741
 -0.94810934]",0,[-0.604 -0.23   0.134]
"[-0.31605456 -0.79243723  0.00169259 -0.54873803 -0.677816   -0.14955115
  0.45122869]",0,[-0.316 -0.792  0.002]
"[ 0.19003662  0.0521461   0.88442011 -0.48878147  0.37524453  0.34432244
 -0.44047347]",0,[0.19  0.052 0.884]
"[-0.83226143  0.35030172  0.35748887  0.12730867  0.39131562  0.9612149
 -0.21297595]",0,[-0.832  0.35   0.357]
"[ 0.66623592  0.8903121   0.22756848 -0.05303042  0.90407957  0.4988872
 -0.42184245]",0,[0.666 0.89  0.228]
"[ 0.26014579  0.16391109 -0.60282285  0.36242007  0.09874612  0.0627388
 -0.6503026 ]",0,[ 0.26   0.164 -0.603]
"[ 0.41539748 -0.48534099  0.47683357 -0.58923797 -0.07221083 -0.56887198
  0.53092532]",0,[ 0.415 -0.485  0.477]
"[ 0.87039788  0.12407146 -0.1399618  -0.08487779 -0.29546211  0.82807571
 -0.66078168]",0,[ 0.87   0.124 -0.14 ]
"[-0.72667765 -0.87093562  0.87878502  0.86358084 -0.71966733  0.71135055
 -0.03931507]",0,[-0.727 -0.871  0.879]
"[ 0.03344345 -0.17257848  0.86771721  0.9435549   0.93385577 -0.88052083
  0.31929874]",0,[ 0.033 -0.173  0.868]
"[-0.55101968 -0.11402661  0.80450567  0.04311682 -0.06320613 -0.87098992
 -0.18002154]",0,[-0.551 -0.114  0.805]
"[-0.11886824  0.4070713  -0.43410957 -0.56932644  0.24110664 -0.18041088
 -0.35678606]",0,[-0.119  0.407 -0.434]
"[-0.29500223 -0.773921   -0.11524197  0.75304685  0.97063805  0.66514528
 -0.38418187]",0,[-0.295 -0.774 -0.115]
"[-0.88294651 -0.3402174  -0.63576347 -0.4465053  -0.01451388  0.47074757
 -0.36552298]",0,[-0.883 -0.34  -0.636]
"[-0.59795767  0.30431679  0.62813685 -0.7862452   0.26952555  0.53685314
  0.08227539]",0,[-0.598  0.304  0.628]
"[-0.29857191 -0.17619594 -0.67160378 -0.26980879  0.02773475  0.47591572
  0.78438373]",0,[-0.299 -0.176 -0.672]
"[ 0.79216011 -0.73276734 -0.277101    0.32066661  0.56650259  0.69900992
 -0.72529941]",0,[ 0.792 -0.733 -0.277]
"[ 0.17265698  0.93119631 -0.98235168  0.89123171 -0.81744886  0.07407521
 -0.03221068]",0,[ 0.173  0.931 -0.982]
"[-0.59157727 -0.46751591  0.88892149 -0.14813239  0.64679475  0.68205862
  0.0873757 ]",0,[-0.592 -0.468  0.889]
"[ 0.20782516 -0.35270974  0.75272323  0.58350866 -0.42788384 -0.06812543
  0.14367458]",0,[ 0.208 -0.353  0.753]
"[-0.46089873  0.43080409 -0.13800668  0.48718573  0.79432294  0.79922276
 -0.69947463]",0,[-0.461  0.431 -0.138]
"[-0.29839636  0.48875451  0.04053843 -0.62047169  0.0046653   0.99634415
  0.95340263]",0,[-0.298  0.489  0.041]
"[ 0.87217635 -0.73942208  0.7122198   0.03479676  0.56551858 -0.24206011
  0.82637955]",0,[ 0.872 -0.739  0.712]
"[-0.37589224 -0.65622991  0.40896556 -0.18866212 -0.08849006  0.82799468
  0.535141  ]",1,[-0.376 -0.656  0.409]
"[ 0.79517939 -0.55029306 -0.10543425 -0.35750971  0.01549885 -0.58848322
 -0.78694007]",0,[ 0.795 -0.55  -0.105]
"[ 0.59661339 -0.57630631 -0.3206707  -0.13275768 -0.39791395 -0.390218
 -0.44529472]",0,[ 0.597 -0.576 -0.321]
"[ 0.17075015 -0.46682454 -0.87525684 -0.51150729  0.40997433  0.44686334
  0.17459461]",0,[ 0.171 -0.467 -0.875]
"[ 0.28358367  0.32576633  0.03127111  0.03759041  0.17523539 -0.57316866
 -0.92935008]",0,[0.284 0.326 0.031]
"[ 0.41996863  0.35273934 -0.67952798 -0.55055264  0.43162743  0.52395037
  0.06067732]",0,[ 0.42   0.353 -0.68 ]
"[ 0.42920256 -0.47344726 -0.94589707 -0.11382716  0.13396911 -0.7777488
 -0.31912574]",0,[ 0.429 -0.473 -0.946]
"[-0.65302637 -0.73402006 -0.67337173  0.92933757 -0.84726564 -0.47546127
  0.83648476]",0,[-0.653 -0.734 -0.673]
"[-0.7429997   0.37230962  0.06221511 -0.59748002  0.07060565  0.82499786
 -0.02187677]",0,[-0.743  0.372  0.062]
"[ 0.19085594 -0.92459162  0.59747023  0.33682245  0.58288127 -0.2188217
  0.50748726]",0,[ 0.191 -0.925  0.597]
"[ 0.22799389  0.45231234  0.68422629  0.63863743 -0.41797532  0.10550221
  0.56366896]",0,[0.228 0.452 0.684]
"[-0.56102155  0.24175742  0.77914134 -0.78245787 -0.53399997 -0.76330786
 -0.34962941]",0,[-0.561  0.242  0.779]
"[-0.48511618  0.38631955 -0.83788446 -0.43627124  0.57729314  0.99194639
 -0.15591288]",0,[-0.485  0.386 -0.838]
"[-0.17073769 -0.46267376  0.08986678  0.6029834  -0.56621955  0.7776818
 -0.29817612]",0,[-0.171 -0.463  0.09 ]
"[-0.07215176  0.92907688  0.27545544  0.66499677 -0.07217658  0.57921769
 -0.03760507]",0,[-0.072  0.929  0.275]
"[ 0.43909103  0.64355312  0.30691876 -0.20076625  0.16682926  0.53603312
  0.92746655]",0,[0.439 0.644 0.307]
"[ 0.45767861  0.34410273 -0.50801934 -0.60668506 -0.09161871  0.65678056
  0.37670069]",0,[ 0.458  0.344 -0.508]
"[ 0.52913402 -0.17291129  0.04266522 -0.90202038  0.36405752 -0.83800852
  0.03896504]",0,[ 0.529 -0.173  0.043]
"[-0.11001813 -0.77053796  0.33206836 -0.53469445  0.30842244  0.12361854
  0.64912067]",0,[-0.11  -0.771  0.332]
"[-0.98009904  0.58984204  0.97091726  0.72213745  0.15657778 -0.16247188
  0.06598499]",0,[-0.98   0.59   0.971]
"[ 0.56220485  0.89721445 -0.00542528  0.01101441 -0.26781346  0.15589259
  0.31840807]",0,[ 0.562  0.897 -0.005]
"[ 0.75493172 -0.16064649  0.41552476 -0.49318183  0.00316115  0.73731113
  0.99125921]",0,[ 0.755 -0.161  0.416]
"[ 0.42372469 -0.75063706  0.86751659 -0.78654173  0.0305427   0.69283775
  0.91302715]",0,[ 0.424 -0.751  0.868]
"[-0.24627385  0.48344725 -0.8656912  -0.5168898  -0.90981998  0.84715995
  0.01919829]",0,[-0.246  0.483 -0.866]
"[ 0.54780617  0.84328903 -0.66186989  0.63620278  0.31673873 -0.87291053
 -0.14260212]",0,[ 0.548  0.843 -0.662]
"[-0.32483581 -0.71318437  0.87660199  0.95133317 -0.81677799  0.09975285
  0.83037885]",0,[-0.325 -0.713  0.877]
"[-0.22032578 -0.01396414 -0.44910256  0.45311191 -0.05010014 -0.41799536
 -0.78700813]",0,[-0.22  -0.014 -0.449]
"[-0.63234866 -0.39903787 -0.99538344  0.59616278 -0.88805088  0.96282009
  0.37538158]",0,[-0.632 -0.399 -0.995]
"[-0.87962074 -0.68714051  0.92478235 -0.45613174 -0.30054355 -0.33968468
 -0.10528714]",0,[-0.88  -0.687  0.925]
"[-0.4510283  -0.20431723 -0.03680504  0.66432754  0.17184755  0.75669464
 -0.97783172]",0,[-0.451 -0.204 -0.037]
"[-0.57256706 -0.63252928  0.20875114 -0.48325746 -0.57603533  0.36257316
  0.07872881]",0,[-0.573 -0.633  0.209]
"[-0.27594105  0.7410966   0.8851183  -0.53916497  0.45193387  0.27068253
 -0.60160408]",0,[-0.276  0.741  0.885]
"[ 0.02065772 -0.80749356  0.16261901 -0.51241366 -0.58779013 -0.75234585
 -0.7528659 ]",0,[ 0.021 -0.807  0.163]
"[ 0.4191871  -0.77089633 -0.50917442 -0.94614275 -0.83961679 -0.28640205
  0.95420184]",0,[ 0.419 -0.771 -0.509]
"[-0.89736049 -0.9286191  -0.95610024  0.00534137 -0.29277999 -0.51803958
 -0.04058068]",0,[-0.897 -0.929 -0.956]
"[-0.94148525 -0.21448412  0.66435206  0.70114653  0.15399579  0.22978069
 -0.59761936]",0,[-0.941 -0.214  0.664]
"[-0.09921541 -0.23150501  0.01618314 -0.22071983  0.64035363  0.9512387
 -0.17432749]",0,[-0.099 -0.232  0.016]
"[ 0.57043729  0.89340684  0.57259559 -0.54829786 -0.03039707  0.10346557
  0.33140126]",0,[0.57  0.893 0.573]
"[-0.45283709 -0.90106573 -0.53599494 -0.24936279  0.03375716  0.54948017
  0.03400228]",0,[-0.453 -0.901 -0.536]
"[-0.55200441  0.19369395 -0.9511227   0.03480805 -0.62119655 -0.66513826
 -0.88916696]",0,[-0.552  0.194 -0.951]
"[ 0.41123509 -0.40889997  0.76261019  0.65435994 -0.46063972  0.18792392
 -0.92557242]",0,[ 0.411 -0.409  0.763]
"[-0.80066342  0.83177504  0.33380594 -0.56527929  0.56382913 -0.86232489
 -0.45923995]",0,[-0.801  0.832  0.334]
"[ 0.30940743 -0.03261249  0.68504207  0.2933016   0.41488322  0.50460654
  0.34178748]",0,[ 0.309 -0.033  0.685]
"[-0.40456248  0.25948679  0.98896865  0.72853129  0.51071492 -0.79328167
  0.72637922]",0,[-0.405  0.259  0.989]
"[ 0.80973102  0.57495302 -0.26660272  0.8233323   0.28945746  0.61042299
 -0.96246246]",0,[ 0.81   0.575 -0.267]
"[ 0.70789775  0.08952668 -0.86076133  0.83003828 -0.32618729 -0.16925967
 -0.28123533]",0,[ 0.708  0.09  -0.861]
"[ 0.88844544 -0.13016181 -0.27476705  0.43779548  0.23918839  0.65143253
  0.83225578]",0,[ 0.888 -0.13  -0.275]
"[-0.63423593 -0.25675271 -0.53621826 -0.22438052  0.41593596 -0.51630474
 -0.59111374]",0,[-0.634 -0.257 -0.536]
"[-0.87621807  0.45442806  0.70871839 -0.48015206  0.8574869  -0.24923867
 -0.71554417]",0,[-0.876  0.454  0.709]
"[-0.42939999 -0.35788591 -0.94095186 -0.86495193 -0.42162392 -0.34306499
 -0.34148533]",0,[-0.429 -0.358 -0.941]
"[-0.27326333 -0.48301781  0.67241632 -0.9108445   0.28903094  0.93063404
 -0.63495195]",0,[-0.273 -0.483  0.672]
"[-0.73402965 -0.020061   -0.57318945  0.86910314  0.71574946 -0.78162405
  0.78541312]",0,[-0.734 -0.02  -0.573]
"[ 0.09906271  0.95705659  0.50183277  0.08566253 -0.11356172  0.8837806
 -0.22057445]",0,[0.099 0.957 0.502]
"[-0.25377245  0.37273866  0.90616126 -0.64127378  0.3351      0.38510533
 -0.63511789]",0,[-0.254  0.373  0.906]
"[-0.46906564 -0.85478315  0.02399016 -0.60870751  0.20074784 -0.17658478
 -0.19629642]",0,[-0.469 -0.855  0.024]
"[ 0.35349556 -0.67625762 -0.77388088 -0.40199075 -0.55257522 -0.36569403
  0.07822458]",0,[ 0.353 -0.676 -0.774]
"[ 0.15998136 -0.25261968 -0.3675776   0.29117572  0.51624968 -0.33587983
  0.74324025]",0,[ 0.16  -0.253 -0.368]
"[ 0.20900767 -0.32027913  0.75580711 -0.28141221  0.62029042 -0.76483754
 -0.18214272]",0,[ 0.209 -0.32   0.756]
"[ 0.47240986  0.15494812  0.66584471 -0.02559464  0.56143562 -0.94309942
 -0.40170589]",0,[0.472 0.155 0.666]
"[ 0.69327087 -0.01718722 -0.56507012 -0.49489577 -0.35625468  0.95908583
  0.0639402 ]",0,[ 0.693 -0.017 -0.565]
"[-0.82100657  0.47603011 -0.29151405  0.66219401 -0.95717347 -0.46893858
  0.78533398]",0,[-0.821  0.476 -0.292]
"[ 0.47450516 -0.53568403 -0.20847706  0.22706681  0.03174051 -0.40179945
 -0.68275198]",0,[ 0.475 -0.536 -0.208]
"[ 0.74330365 -0.81768756  0.30276678  0.49623743 -0.58860317  1.00224223
 -0.06401921]",0,[ 0.743 -0.818  0.303]
"[-0.37695656 -0.01933474  0.53700554 -0.71864949  0.79287668 -0.50209982
  0.72621118]",0,[-0.377 -0.019  0.537]
"[ 0.27657545 -0.04388409 -0.9710565  -0.07456088  0.3493358  -0.79373857
  0.62992649]",0,[ 0.277 -0.044 -0.971]
"[-0.93391632 -0.47702685  0.56106321 -0.48241098  0.44620824  0.30214739
  0.46894748]",0,[-0.934 -0.477  0.561]
"[-0.2828556  -0.02233673 -0.62128257  0.37581838 -0.28244046  0.5633781
  0.27118057]",0,[-0.283 -0.022 -0.621]
"[-0.88081576 -0.71028497  0.77738072 -0.43226878  0.53810967 -0.90895666
 -0.88695394]",0,[-0.881 -0.71   0.777]
"[ 0.3935265  -0.20031251  0.06640645  0.75787003 -0.13957925  0.00298225
  0.95223632]",0,[ 0.394 -0.2    0.066]
"[ 0.57467277 -0.84237739 -0.02884918  0.01810163  0.99889624  0.66569301
 -0.25361194]",0,[ 0.575 -0.842 -0.029]
"[-0.09206736 -0.32823386 -0.16769967 -0.91372657 -0.63440313 -0.61696119
 -0.58103175]",0,[-0.092 -0.328 -0.168]
"[-0.05278948  0.02325096 -0.83371037  0.95588825  0.30212398  0.46166141
  0.49323903]",0,[-0.053  0.023 -0.834]
"[ 0.3387876   0.15190901  0.9163601  -0.71103963  0.96796272 -0.73704791
 -0.35043728]",0,[0.339 0.152 0.916]
"[-0.75399218  0.10548962 -0.00140139  0.7621687   0.20186281 -0.44965595
 -0.28730764]",0,[-0.754  0.105 -0.001]
"[-0.89393233  0.59085937 -0.05890549  0.80016517 -0.94461441  0.06505248
 -0.66830097]",0,[-0.894  0.591 -0.059]
"[ 0.1730483   0.73395031  0.83867576  0.93006158 -0.11655611  0.68129787
 -0.91877619]",0,[0.173 0.734 0.839]
"[ 0.81159195 -0.56293969  0.03540969  0.53068372 -0.9138745  -0.85905289
  0.0020921 ]",0,[ 0.812 -0.563  0.035]
"[-0.59943132 -0.22955045  0.13974815  0.09422077  0.9775562   0.77059369
 -0.94030054]",0,[-0.599 -0.23   0.14 ]
"[-0.30662409 -0.78755092  0.00625695 -0.53940092 -0.66947974 -0.14884518
  0.4567664 ]",0,[-0.307 -0.788  0.006]
"[ 0.19682417  0.06176156  0.89063618 -0.48694615  0.37576086  0.34530475
 -0.43349711]",0,[0.197 0.062 0.891]
"[-0.82268262  0.35146814  0.35947477  0.13534283  0.39820388  0.96290236
 -0.20870367]",0,[-0.823  0.351  0.359]
"[ 0.66824356  0.89441404  0.23639869 -0.04807689  0.9092175   0.50868083
 -0.42066184]",0,[0.668 0.894 0.236]
"[ 0.26370021  0.16915847 -0.59729735  0.36632875  0.10039498  0.06890321
 -0.64133368]",0,[ 0.264  0.169 -0.597]
"[ 0.42093799 -0.47831457  0.47935555 -0.58343672 -0.07087834 -0.56852057
  0.5371677 ]",0,[ 0.421 -0.478  0.479]
"[ 0.88025065  0.1287572  -0.13319443 -0.07959738 -0.2910901   0.8282343
 -0.65838344]",0,[ 0.88   0.129 -0.133]
"[-0.72454097 -0.86340492  0.88430185  0.86998076 -0.71217602  0.71819582
 -0.03859777]",0,[-0.725 -0.863  0.884]
"[ 0.03938864 -0.16609669  0.87241798  0.95108096  0.93563698 -0.87846075
  0.32007738]",0,[ 0.039 -0.166  0.872]
"[-0.54215745 -0.10932255  0.81387723  0.0520092  -0.05974279 -0.87043536
 -0.17420294]",0,[-0.542 -0.109  0.814]
"[-0.11646257  0.40995504 -0.43213089 -0.5682257   0.25039749 -0.17437017
 -0.34960671]",0,[-0.116  0.41  -0.432]
"[-0.28741384 -0.76693801 -0.10935211  0.75696544  0.97481743  0.66965431
 -0.37692063]",0,[-0.287 -0.767 -0.109]
"[-0.88051609 -0.33076092 -0.63377164 -0.43813731 -0.00608836  0.48071307
 -0.36287207]",0,[-0.881 -0.331 -0.634]
"[-0.59763731  0.30591291  0.6284913  -0.7840087   0.27470927  0.53749625
  0.09014684]",0,[-0.598  0.306  0.628]
"[-0.28992943 -0.16903603 -0.67021119 -0.2644508   0.03073443  0.4764155
  0.78712205]",0,[-0.29  -0.169 -0.67 ]
"[ 0.79704507 -0.727676   -0.27043884  0.32235414  0.57115471  0.70272845
 -0.71728059]",0,[ 0.797 -0.728 -0.27 ]
"[ 0.18094001  0.93470098 -0.98024574  0.89515914 -0.81108373  0.08088964
 -0.02268848]",0,[ 0.181  0.935 -0.98 ]
"[-0.58332104 -0.45832637  0.89518845 -0.14557545  0.65582718  0.68371107
  0.08873402]",0,[-0.583 -0.458  0.895]
"[ 0.21376306 -0.34324136  0.75323704  0.58993397 -0.42355433 -0.06292405
  0.15017572]",0,[ 0.214 -0.343  0.753]
"[-0.45601835  0.43311562 -0.13102483  0.49659944  0.79524629  0.80451383
 -0.69455941]",0,[-0.456  0.433 -0.131]
"[-0.29650668  0.48915129  0.04502994 -0.61466305  0.01265464  0.99941506
  0.96333635]",0,[-0.297  0.489  0.045]
"[ 0.87679868 -0.73466437  0.71477391  0.04004458  0.56983078 -0.23918832
  0.82958849]",0,[ 0.877 -0.735  0.715]
"[-0.37319731 -0.64908315  0.41901772 -0.17666374 -0.07481291  0.83882543
  0.53503666]",1,[-0.373 -0.649  0.419]
"[-0.375288   -0.65691568  0.40377869 -0.18213705 -0.08540326  0.83393145
  0.52639933]",1,[-0.375 -0.657  0.404]
